133,SANTA CRUZ ATOYAC,BENITO JUÁREZ
134,PIEDAD NARVARTE,BENITO JUÁREZ
135,GUADALUPE INN,ÁLVARO OBREGÓN
136,PORTALES SUR,BENITO JUÁREZ
139,DEL VALLE CENTRO,BENITO JUÁREZ
140,DEL VALLE,BENITO JUÁREZ
141,DEL VALLE CENTRO,BENITO JUÁREZ
142,DEL VALLE CENTRO,BENITO JUÁREZ
143,DEL VALLE CENTRO,BENITO JUÁREZ
144,DEL VALLE CENTRO,BENITO JUÁREZ
145,SAN PEDRO DE LOS PINOS,BENITO JUÁREZ
147,PORTALES SUR,BENITO JUÁREZ
148,TLACOQUEMECATL,BENITO JUÁREZ
149,SANTA CRUZ ATOYAC,BENITO JUÁREZ
150,MODERNA,BENITO JUÁREZ
151,PORTALES SUR,BENITO JUÁREZ
152,GRAL PEDRO MARIA ANAYA,BENITO JUÁREZ
153,NAPOLES,BENITO JUÁREZ
154,ACACIAS,BENITO JUÁREZ
155,ACACIAS,BENITO JUÁREZ
156,DEL VALLE,BENITO JUÁREZ
157,DEL VALLE,BENITO JUÁREZ
158,NAPOLES,BENITO JUÁREZ
159,DEL VALLE,BENITO JUÁREZ
160,NARVARTE ORIENTE,BENITO JUÁREZ
161,PORTALES SUR,BENITO JUÁREZ
162,DEL VALLE CENTRO,BENITO JUÁREZ
163,DEL VALLE,BENITO JUÁREZ
164,PORTALES SUR,BENITO JUÁREZ
165,GRAL PEDRO MARIA ANAYA,BENITO JUÁREZ
166,NIÑOS HEROES DE CHAPULTEPEC,BENITO JUÁREZ
167,NATIVITAS,BENITO JUÁREZ
168,DEL VALLE SUR,BENITO JUÁREZ
169,SAN PEDRO DE LOS PINOS,BENITO JUÁREZ
170,UNIDAD HAB BENITO JUAREZ,IZTAPALAPA
171,NARVARTE ORIENTE,BENITO JUÁREZ
172,PORTALES SUR,BENITO JUÁREZ
173,NAPOLES,BENITO JUÁREZ
174,ALAMOS,BENITO JUÁREZ
175,NARVARTE PONIENTE,BENITO JUÁREZ
176,DEL VALLE,BENITO JUÁREZ
177,ACACIAS,BENITO JUÁREZ
178,INDEPENDENCIA,BENITO JUÁREZ
179,NAPOLES,BENITO JUÁREZ
180,ROMA SUR,CUAUHTÉMOC
181,NAPOLES,BENITO JUÁREZ
182,SAN PEDRO DE LOS PINOS,BENITO JUÁREZ
183,SANTA CRUZ ATOYAC,BENITO JUÁREZ
184,DEL VALLE,BENITO JUÁREZ
186,LETRAN VALLE,BENITO JUÁREZ
187,SAN JOSE INSURGENTES,BENITO JUÁREZ
188,MODERNA,BENITO JUÁREZ
189,NARVARTE PONIENTE,BENITO JUÁREZ
190,CIUDAD DE LOS DEPORTES,BENITO JUÁREZ
191,SANTA CRUZ ATOYAC,BENITO JUÁREZ
192,PORTALES NORTE,BENITO JUÁREZ
193,INDEPENDENCIA,BENITO JUÁREZ
194,ROMA SUR,CUAUHTÉMOC
195,MIRAVALLE,BENITO JUÁREZ
196,DEL VALLE CENTRO,BENITO JUÁREZ
